dir,regime,with_trend,net,adr,hold,wide,mae_pts,eod_move,fill_hour,entry_px,Date,yr,gap,vix_prev,sma20,above
L,BULL,True,157.5,9.82,44,3.0,0.25,3.5,11,2110.75,2012-08-16,2012,0.095,14.63,2077.85,True
S,BEAR,True,-155.0,9.4,8,2.75,8.25,-6.5,12,2106.5,2012-08-22,2012,0.225,15.02,2090.4625,True
S,BEAR,True,-167.5,10.32,44,3.0,3.0,1.0,10,2109.25,2012-08-28,2012,0.13,16.35,2099.3625,True
S,BEAR,True,-167.5,10.15,18,3.0,5.25,-0.25,10,2107.75,2012-08-29,2012,0.047,16.49,2101.15,True
L,BULL,True,-205.0,12.7,26,3.75,6.75,-1.75,10,2168.5,2012-09-14,2012,0.232,14.05,2117.025,True
S,BEAR,True,-17.5,12.57,17,3.75,1.25,0.0,13,2161.75,2012-09-17,2012,0.115,14.51,2119.5625,True
L,BULL,True,70.0,13.0,73,4.0,1.25,1.75,9,2159.0,2012-09-18,2012,0.081,14.59,2121.8875,True
L,BULL,True,45.0,13.0,65,4.0,1.75,1.25,9,2159.5,2012-09-18,2012,0.081,14.59,2121.8875,True
S,BEAR,True,-192.5,11.38,3,3.5,3.5,3.75,12,2148.5,2012-10-01,2012,0.245,15.73,2142.3875,True
L,BULL,True,-217.5,13.03,11,4.0,4.75,-1.25,12,2153.75,2012-10-03,2012,0.128,15.71,2146.275,True
L,BULL,True,-217.5,13.32,15,4.0,9.5,-5.0,12,2168.75,2012-10-05,2012,0.358,14.55,2150.3125,True
S,BEAR,True,132.5,12.7,26,3.75,1.0,3.0,13,2137.0,2012-10-10,2012,0.012,16.37,2153.7875,False
S,BEAR,True,270.0,12.78,41,3.75,0.75,5.75,11,2142.25,2012-10-11,2012,0.515,16.29,2153.5375,False
S,BEAR,True,-205.0,12.8,4,3.75,9.5,-9.25,10,2135.0,2012-10-15,2012,0.223,16.14,2150.6125,False
S,BEAR,True,-205.0,12.15,11,3.75,4.0,3.5,13,2135.25,2012-10-19,2012,0.058,15.03,2149.6125,False
S,BEAR,True,-230.0,14.43,34,4.25,7.25,-2.25,10,2113.25,2012-10-26,2012,0.094,18.12,2142.9375,False
S,BEAR,True,-230.0,14.43,11,4.25,12.0,-7.0,11,2108.5,2012-10-26,2012,0.094,18.12,2142.9375,False
S,BEAR,True,-230.0,14.53,22,4.25,6.0,2.0,12,2111.75,2012-10-31,2012,0.236,17.81,2141.6,False
S,BEAR,True,757.5,15.0,55,4.5,1.5,15.5,10,2129.0,2012-11-02,2012,0.34,16.69,2139.0,False
S,BEAR,True,-255.0,15.45,10,4.75,6.75,3.25,11,2101.0,2012-11-07,2012,0.715,17.58,2133.3375,False
S,BEAR,True,407.5,16.7,23,5.0,0.25,8.5,13,2091.5,2012-11-08,2012,0.024,19.08,2130.325,False
S,BEAR,True,670.0,18.12,54,5.5,1.75,13.75,10,2075.0,2012-11-14,2012,0.192,16.65,2119.7625,False
S,BEAR,True,-305.0,19.55,12,5.75,8.5,-3.5,11,2056.0,2012-11-15,2012,0.0,17.92,2115.6125,False
L,BULL,True,220.0,18.73,35,5.5,1.25,4.75,12,2086.25,2012-11-19,2012,0.556,16.41,2105.8875,False
L,BULL,True,-255.0,15.55,13,4.75,4.75,4.0,9,2107.75,2012-11-26,2012,0.237,15.14,2098.425,True
S,BEAR,True,245.0,14.65,55,4.5,4.25,5.25,10,2110.75,2012-11-27,2012,0.071,15.5,2098.325,True
S,BEAR,True,332.5,13.35,56,4.0,2.5,7.0,10,2121.75,2012-12-03,2012,0.283,15.87,2098.0375,True
L,BULL,True,-205.0,12.65,30,3.75,6.25,-3.75,12,2120.25,2012-12-05,2012,0.095,17.12,2097.75,True
S,BEAR,True,-55.0,13.35,38,4.0,3.0,-0.75,12,2122.5,2012-12-07,2012,0.271,16.58,2098.05,True
L,BULL,True,120.0,13.03,71,4.0,1.75,2.75,9,2125.5,2012-12-10,2012,0.012,15.9,2100.0625,True
L,BULL,True,-205.0,12.68,10,3.75,11.0,-10.25,12,2145.0,2012-12-12,2012,0.07,15.57,2104.95,True
S,BEAR,True,57.5,11.8,69,3.5,2.0,1.5,9,2124.5,2012-12-14,2012,0.082,16.56,2110.9375,True
L,BULL,True,270.0,11.8,48,3.5,0.25,5.75,11,2145.0,2012-12-18,2012,0.012,16.34,2117.5125,True
S,BEAR,True,-205.0,12.43,30,3.75,5.5,0.5,11,2123.25,2012-12-26,2012,0.223,17.84,2127.5125,False
S,BEAR,True,-217.5,13.62,5,4.0,7.75,21.0,9,2112.75,2012-12-28,2012,0.342,19.47,2128.625,False
S,BEAR,True,-280.0,17.55,40,5.25,11.5,-10.25,11,2155.75,2013-01-02,2013,1.113,18.02,2127.525,True
L,BULL,True,157.5,15.57,18,4.75,0.5,3.5,13,2158.25,2013-01-08,2013,0.104,13.79,2137.3625,True
S,BEAR,True,-255.0,15.68,32,4.75,8.0,-7.25,11,2168.75,2013-01-10,2013,0.358,13.81,2141.125,True
S,BEAR,True,-80.0,15.47,51,4.75,2.0,-1.25,10,2175.0,2013-01-11,2013,0.0,13.49,2142.9375,True
L,BULL,True,95.0,8.5,51,2.5,0.25,2.25,10,2183.5,2013-01-17,2013,0.356,13.42,2151.875,True
S,BEAR,True,-142.5,8.55,7,2.5,9.5,-9.0,10,2189.75,2013-01-22,2013,0.023,12.46,2155.9375,True
L,BULL,True,-155.0,9.4,10,2.75,2.75,-1.25,13,2206.0,2013-01-25,2013,0.148,12.69,2165.2625,True
L,BULL,True,-67.5,10.07,15,3.0,1.25,-1.0,13,2216.75,2013-02-01,2013,0.317,14.28,2185.3125,True
S,BEAR,True,57.5,10.1,43,3.0,1.75,1.5,11,2204.25,2013-02-04,2013,0.338,12.9,2187.975,True
S,BEAR,True,-55.0,9.57,49,2.75,2.0,-0.75,11,2225.75,2013-02-13,2013,0.124,12.64,2204.675,True
S,BEAR,True,-180.0,10.5,26,3.25,9.0,-8.75,9,2215.25,2013-02-22,2013,0.294,15.22,2215.75,False
S,BEAR,True,-217.5,13.4,35,4.0,7.25,-2.0,9,2199.75,2013-02-26,2013,0.285,18.99,2216.4625,False
S,BEAR,True,-267.5,16.27,28,5.0,9.25,3.0,9,2224.5,2013-02-28,2013,0.045,14.73,2216.8,True
L,BULL,True,-17.5,17.1,48,5.25,2.5,0.0,11,2252.5,2013-03-07,2013,0.156,13.53,2223.475,True
L,BULL,True,-217.5,13.3,4,4.0,6.0,-0.75,10,2264.25,2013-03-12,2013,0.044,11.56,2229.75,True
S,BEAR,True,-142.5,8.75,2,2.5,9.5,-7.25,12,2251.5,2013-03-19,2013,0.077,13.36,2240.1375,True
S,BEAR,True,-167.5,9.6,52,3.0,4.75,1.75,9,2267.5,2013-03-20,2013,0.398,14.39,2241.2125,True
S,BEAR,True,120.0,9.62,24,3.0,2.25,2.75,13,2258.75,2013-03-21,2013,0.243,12.67,2243.6875,True
S,BEAR,True,20.0,12.18,53,3.75,2.25,0.75,10,2272.75,2013-04-01,2013,0.066,12.7,2260.4875,True
S,BEAR,True,332.5,12.05,53,3.5,1.25,7.0,10,2271.75,2013-04-03,2013,0.033,12.78,2265.075,True
L,BULL,True,607.5,13.0,57,4.0,1.5,12.5,10,2263.0,2013-04-08,2013,0.099,13.92,2267.65,False
L,BULL,True,107.5,16.38,30,5.0,3.5,2.5,12,2282.5,2013-04-16,2013,0.675,17.27,2273.6125,True
S,BEAR,True,232.5,17.0,45,5.0,4.0,5.0,11,2256.5,2013-04-18,2013,0.144,16.51,2274.8625,False
L,BULL,True,7.5,17.15,64,5.25,3.5,0.5,9,2292.5,2013-04-26,2013,0.141,13.62,2278.1375,True
L,BULL,True,107.5,14.75,26,4.5,1.5,2.5,13,2306.5,2013-04-30,2013,0.022,13.71,2280.4625,True
S,BEAR,True,-180.0,10.93,28,3.25,5.0,-4.25,12,2342.0,2013-05-10,2013,0.032,13.13,2298.075,True
L,BULL,True,-192.5,11.5,35,3.5,10.5,-8.0,11,2373.0,2013-05-16,2013,0.053,12.81,2314.2375,True
S,BEAR,True,107.5,12.53,17,3.75,1.25,2.5,13,2374.25,2013-05-22,2013,0.115,13.37,2335.7625,True
L,BULL,True,170.0,15.35,37,4.5,3.25,3.75,12,2362.75,2013-05-23,2013,0.791,13.82,2339.8375,True
S,BEAR,True,-255.0,16.1,13,4.75,13.0,-12.75,9,2354.5,2013-05-24,2013,0.444,14.07,2343.2375,True
S,BEAR,True,-305.0,19.23,28,5.75,14.5,-11.25,10,2341.0,2013-06-03,2013,0.171,16.3,2358.6625,False
S,BEAR,True,-305.0,19.23,23,5.75,12.0,-8.75,11,2343.5,2013-06-03,2013,0.171,16.3,2358.6625,False
L,BULL,True,-317.5,19.73,17,6.0,16.5,-7.0,11,2354.5,2013-06-04,2013,0.128,16.28,2359.9875,False
L,BULL,True,-330.0,21.18,2,6.25,21.0,-18.75,9,2343.0,2013-06-05,2013,0.245,16.27,2360.8625,False
S,BEAR,True,-355.0,22.18,52,6.75,16.0,-14.75,9,2324.75,2013-06-06,2013,0.065,17.5,2360.1875,False
L,BULL,True,82.5,21.02,59,6.25,5.75,2.0,10,2354.0,2013-06-07,2013,0.427,16.63,2359.9,False
L,BULL,True,145.0,21.02,42,6.25,4.5,3.25,11,2352.75,2013-06-07,2013,0.427,16.63,2359.9,False
L,BULL,True,-317.5,20.25,15,6.0,11.5,-8.5,11,2352.5,2013-06-11,2013,0.657,15.44,2361.2875,False
L,BULL,True,695.0,21.48,31,6.5,1.25,14.25,12,2339.0,2013-06-13,2013,0.032,18.59,2359.2125,False
S,BEAR,True,570.0,21.1,27,6.25,1.25,11.75,12,2317.25,2013-06-20,2013,0.683,16.64,2353.3,False
S,BEAR,True,-367.5,23.65,22,7.0,10.25,-4.25,10,2312.25,2013-06-26,2013,0.597,18.47,2339.4625,False
L,BULL,True,-42.5,23.65,25,7.0,0.75,-0.5,13,2317.0,2013-06-26,2013,0.597,18.47,2339.4625,False
L,BULL,True,-42.5,17.4,63,5.25,5.0,-0.5,9,2357.5,2013-07-08,2013,0.245,14.89,2332.4,True
S,BEAR,True,-230.0,14.28,30,4.25,8.75,-4.5,10,2365.5,2013-07-10,2013,0.011,14.35,2332.8375,True
L,BULL,True,120.0,13.47,38,4.0,0.75,2.75,12,2389.0,2013-07-12,2013,0.01,14.01,2337.375,True
L,BULL,True,-205.0,12.47,4,3.75,8.5,-3.5,9,2396.25,2013-07-16,2013,0.042,13.79,2342.175,True
L,BULL,True,370.0,10.8,61,3.25,0.75,7.75,10,2403.5,2013-07-19,2013,0.0,13.77,2348.4,True
L,BULL,True,145.0,10.2,15,3.0,0.75,3.25,13,2402.0,2013-07-25,2013,0.249,13.18,2370.225,True
L,BULL,True,320.0,10.28,21,3.0,0.75,6.75,13,2401.25,2013-07-26,2013,0.249,12.97,2374.6625,True
S,BEAR,True,-192.5,11.53,12,3.5,5.25,-5.25,13,2401.0,2013-07-30,2013,0.156,13.39,2382.9,True
L,BULL,True,-30.0,11.53,56,3.5,3.25,-0.25,10,2424.0,2013-08-05,2013,0.134,11.98,2399.05,True
S,BEAR,True,-180.0,10.95,8,3.25,9.25,-6.0,10,2409.0,2013-08-08,2013,0.301,12.98,2406.775,True
S,BEAR,True,-180.0,10.65,12,3.25,10.75,-7.0,10,2405.0,2013-08-13,2013,0.083,12.81,2409.225,False
L,BULL,True,-30.0,10.65,19,3.25,0.75,-0.25,13,2412.25,2013-08-13,2013,0.083,12.81,2409.225,True
S,BEAR,True,-180.0,10.9,3,3.25,3.25,3.0,13,2380.5,2013-08-15,2013,0.52,13.04,2410.5125,False
L,BULL,True,-192.5,11.35,33,3.5,8.0,-6.5,9,2378.75,2013-08-16,2013,0.021,14.73,2409.2875,False
S,BEAR,True,-192.5,11.35,4,3.5,5.0,1.75,13,2374.0,2013-08-16,2013,0.021,14.73,2409.2875,False
S,BEAR,True,307.5,13.97,30,4.25,1.5,6.5,12,2356.0,2013-08-27,2013,0.674,14.99,2396.6375,False
L,BULL,True,57.5,15.38,47,4.5,2.75,1.5,11,2373.5,2013-09-04,2013,0.053,16.61,2381.225,False
L,BULL,True,-242.5,14.72,13,4.5,6.0,-2.5,10,2408.5,2013-09-12,2013,0.021,13.82,2374.3375,True
S,BEAR,True,-217.5,12.95,31,4.0,4.25,4.25,10,2391.0,2013-10-03,2013,0.021,16.6,2406.5375,False
S,BEAR,True,-217.5,12.95,4,4.0,9.5,-1.0,11,2385.75,2013-10-03,2013,0.021,16.6,2406.5375,False
L,BULL,True,-230.0,13.8,1,4.25,18.5,-17.25,9,2384.5,2013-10-08,2013,0.042,19.41,2408.2375,False
S,BEAR,True,470.0,17.88,42,5.25,0.5,9.75,11,2419.75,2013-10-15,2013,0.196,16.07,2405.125,True
L,BULL,True,307.5,15.07,69,4.5,1.25,6.5,9,2459.75,2013-10-24,2013,0.102,13.42,2414.7125,True
L,BULL,True,157.5,15.07,50,4.5,1.75,3.5,11,2462.75,2013-10-24,2013,0.102,13.42,2414.7125,True
S,BEAR,True,-230.0,14.05,58,4.25,5.5,-3.75,10,2468.0,2013-10-25,2013,0.071,13.2,2417.5125,True
S,BEAR,True,170.0,11.28,17,3.5,2.0,3.75,13,2467.0,2013-11-07,2013,0.171,12.67,2456.4125,True
S,BEAR,True,-242.5,15.2,7,4.5,9.75,-8.25,9,2497.0,2013-11-14,2013,0.07,12.52,2472.8,True
L,BULL,True,120.0,15.2,51,4.5,0.75,2.75,10,2502.5,2013-11-14,2013,0.07,12.52,2472.8,True
L,BULL,True,182.5,15.0,74,4.5,1.25,4.0,9,2507.0,2013-11-15,2013,0.12,12.37,2475.75,True
S,BEAR,True,370.0,14.38,65,4.25,2.25,7.75,9,2514.25,2013-11-18,2013,0.189,12.19,2478.5875,True
S,BEAR,True,57.5,13.12,59,4.0,3.5,1.5,10,2521.25,2013-11-26,2013,0.0,12.79,2491.6375,True
L,BULL,True,-180.0,11.1,2,3.25,16.0,-1.75,10,2511.5,2013-12-04,2013,0.249,14.55,2501.725,True
S,BEAR,True,-192.5,11.8,9,3.5,4.75,3.25,12,2495.75,2013-12-12,2013,0.01,15.42,2512.075,False
S,BEAR,True,-205.0,12.32,33,3.75,3.75,1.0,9,2493.5,2013-12-13,2013,0.181,15.54,2511.8875,False
S,BEAR,True,-192.5,11.97,23,3.5,5.75,0.5,11,2496.0,2013-12-17,2013,0.05,16.03,2510.8375,False
S,BEAR,True,-230.0,14.38,14,4.25,7.0,-3.5,9,2533.25,2013-12-20,2013,0.099,14.15,2512.8375,True
L,BULL,True,107.5,13.35,22,4.0,1.0,2.5,13,2558.5,2014-01-21,2014,0.342,12.44,2551.9375,True
L,BULL,True,-242.5,15.32,30,4.5,12.75,-5.25,10,2499.25,2014-01-29,2014,0.667,15.8,2547.1375,False
L,BULL,True,-242.5,15.32,16,4.5,12.75,-5.25,11,2499.25,2014-01-29,2014,0.667,15.8,2547.1375,False
L,BULL,True,-255.0,15.82,4,4.75,10.5,-7.25,13,2507.5,2014-01-31,2014,0.609,17.29,2540.7,False
S,BEAR,True,695.0,17.52,46,5.25,4.0,14.25,11,2469.75,2014-02-03,2014,0.12,18.41,2538.275,False
S,BEAR,True,245.0,21.07,18,6.25,2.25,5.25,13,2471.75,2014-02-04,2014,0.479,21.44,2533.6625,False
S,BEAR,True,-330.0,20.77,6,6.25,12.5,-6.0,10,2460.75,2014-02-05,2014,0.041,19.11,2529.8375,False
L,BULL,True,520.0,22.27,44,6.75,1.0,10.75,11,2505.0,2014-02-07,2014,0.442,17.23,2522.2625,False
L,BULL,True,-267.5,16.75,20,5.0,11.0,-7.0,12,2575.5,2014-02-24,2014,0.147,14.68,2516.2125,True
S,BEAR,True,-255.0,16.1,12,4.75,7.75,-4.0,11,2561.75,2014-03-03,2014,0.726,14.0,2533.7625,True
L,BULL,True,-17.5,16.5,65,5.0,2.75,0.0,9,2594.75,2014-03-05,2014,0.019,14.1,2543.975,True
S,BEAR,True,345.0,13.45,29,4.0,1.0,7.25,12,2594.75,2014-03-11,2014,0.096,14.2,2566.725,True
S,BEAR,True,70.0,15.22,22,4.5,1.75,1.75,13,2582.5,2014-03-17,2014,0.439,17.82,2575.1875,True
L,BULL,True,-55.0,14.8,23,4.5,1.5,-0.75,13,2594.25,2014-03-18,2014,0.145,15.64,2576.35,True
S,BEAR,True,-5.0,18.75,64,5.5,5.25,0.25,9,2579.25,2014-03-24,2014,0.261,15.0,2583.125,False
S,BEAR,True,-292.5,18.75,33,5.5,8.0,-2.5,11,2576.5,2014-03-24,2014,0.261,15.0,2583.125,False
S,BEAR,True,532.5,17.32,56,5.25,0.25,11.0,10,2579.0,2014-04-07,2014,0.261,13.96,2587.7875,False
S,BEAR,True,220.0,17.32,39,5.25,3.0,4.75,11,2572.75,2014-04-07,2014,0.261,13.96,2587.7875,False
S,BEAR,True,-280.0,17.32,3,5.25,7.5,0.25,13,2568.25,2014-04-07,2014,0.261,13.96,2587.7875,False
L,BULL,True,632.5,17.32,32,5.25,0.75,13.0,12,2582.0,2014-04-09,2014,0.233,14.89,2585.5625,False
L,BULL,True,-267.5,16.73,8,5.0,37.75,-34.25,9,2591.25,2014-04-10,2014,0.01,13.82,2585.8,True
S,BEAR,True,-342.5,21.32,5,6.5,24.75,-24.5,12,2545.0,2014-04-15,2014,0.117,16.11,2582.8375,False
L,BULL,True,220.0,23.45,41,7.0,3.75,4.75,11,2578.5,2014-04-16,2014,0.37,15.61,2581.6375,False
S,BEAR,True,-255.0,15.9,4,4.75,12.75,-11.25,13,2584.5,2014-04-28,2014,0.193,14.06,2585.9875,False
L,BULL,True,-17.5,16.55,30,5.0,1.0,0.0,12,2601.5,2014-04-29,2014,0.135,13.97,2586.7625,True
L,BULL,True,-230.0,13.93,16,4.25,6.0,-2.0,11,2609.25,2014-05-01,2014,0.077,13.41,2587.25,True
L,BULL,True,70.0,13.45,57,4.0,1.0,1.75,10,2604.0,2014-05-05,2014,0.336,12.91,2586.5375,True
L,BULL,True,-5.0,13.45,49,4.0,2.5,0.25,11,2605.5,2014-05-05,2014,0.336,12.91,2586.5375,True
L,BULL,True,-230.0,14.5,2,4.25,11.0,-8.25,9,2602.5,2014-05-06,2014,0.067,13.29,2587.3,True
S,BEAR,True,-17.5,14.5,20,4.25,2.25,0.0,13,2594.25,2014-05-06,2014,0.067,13.29,2587.3,True
S,BEAR,True,-230.0,14.57,1,4.25,12.75,-11.25,10,2592.75,2014-05-07,2014,0.164,13.8,2588.6125,True
L,BULL,True,320.0,16.57,67,5.0,4.5,6.75,9,2596.75,2014-05-09,2014,0.029,13.43,2590.425,True
L,BULL,True,232.5,16.32,64,5.0,1.5,5.0,9,2618.0,2014-05-12,2014,0.317,12.92,2592.75,True
S,BEAR,True,-17.5,14.7,48,4.5,1.25,0.0,11,2624.0,2014-05-13,2014,0.038,12.23,2596.825,True
S,BEAR,True,-242.5,15.28,12,4.5,6.5,-6.0,9,2606.25,2014-05-19,2014,0.154,12.44,2604.1375,True
S,BEAR,True,-192.5,11.6,42,3.5,5.0,-4.5,10,2642.75,2014-05-29,2014,0.104,11.68,2613.425,True
L,BULL,True,107.5,10.43,44,3.25,3.0,2.5,11,2647.5,2014-05-30,2014,0.066,11.57,2615.425,True
L,BULL,True,32.5,8.3,33,2.5,1.0,1.0,12,2667.5,2014-06-05,2014,0.085,12.08,2625.4375,True
S,BEAR,True,-180.0,11.07,18,3.25,3.5,-2.5,13,2685.25,2014-06-19,2014,0.047,10.61,2651.65,True
L,BULL,True,382.5,11.05,59,3.25,0.25,8.0,10,2678.25,2014-06-26,2014,0.084,11.59,2668.7625,True
S,BEAR,True,-5.0,12.15,66,3.75,2.0,0.25,9,2705.5,2014-07-02,2014,0.0,11.15,2678.5625,True
S,BEAR,True,-55.0,10.25,50,3.0,1.5,-0.75,11,2708.0,2014-07-07,2014,0.074,10.32,2687.3,True
S,BEAR,True,-167.5,9.62,20,3.0,4.0,-1.75,11,2710.25,2014-07-16,2014,0.314,11.96,2697.3875,True
L,BULL,True,-55.0,9.62,19,3.0,1.5,-0.75,13,2712.75,2014-07-16,2014,0.314,11.96,2697.3875,True
S,BEAR,True,-167.5,9.97,2,3.0,4.0,12.5,12,2704.0,2014-07-17,2014,0.221,11.0,2698.65,True
S,BEAR,True,-192.5,11.57,4,3.5,10.25,-7.0,10,2703.25,2014-07-28,2014,0.055,12.69,2706.1375,False
L,BULL,True,-205.0,12.68,3,3.75,15.0,-13.75,9,2714.5,2014-07-29,2014,0.148,12.56,2707.05,True
L,BULL,True,-205.0,12.68,2,3.75,11.25,-10.0,13,2710.75,2014-07-29,2014,0.148,12.56,2707.05,True
S,BEAR,True,-230.0,13.8,6,4.25,10.75,-2.25,11,2653.5,2014-08-01,2014,0.291,16.95,2704.3375,False
L,BULL,True,-230.0,13.8,13,4.25,6.0,-5.75,13,2661.5,2014-08-01,2014,0.291,16.95,2704.3375,False
S,BEAR,True,82.5,15.47,17,4.75,2.5,2.0,13,2652.5,2014-08-05,2014,0.243,15.12,2699.5125,False
L,BULL,True,520.0,20.12,46,6.0,2.25,10.75,11,2650.25,2014-08-08,2014,0.142,16.66,2691.875,False
L,BULL,True,-342.5,21.62,24,6.5,6.75,-5.5,11,2675.5,2014-08-11,2014,0.395,15.77,2689.9375,False
S,BEAR,True,-5.0,11.3,33,3.5,1.5,0.25,12,2732.75,2014-08-25,2014,0.284,11.47,2685.3,True
L,BULL,True,-17.5,9.8,48,3.0,2.75,0.0,11,2737.25,2014-08-29,2014,0.064,12.05,2693.2125,True
S,BEAR,True,-130.0,7.88,11,2.25,2.75,-1.75,13,2735.5,2014-09-02,2014,0.11,11.98,2700.7375,True
L,BULL,True,245.0,9.35,29,2.75,0.5,5.25,12,2738.0,2014-09-05,2014,0.073,12.64,2713.9,True
S,BEAR,True,-205.0,12.6,6,3.75,5.75,-5.0,13,2729.25,2014-09-11,2014,0.311,12.88,2726.9125,True
S,BEAR,True,70.0,12.9,38,3.75,0.25,1.75,12,2724.0,2014-09-12,2014,0.064,12.8,2729.075,False
L,BULL,True,645.0,14.22,63,4.25,1.75,13.25,9,2726.0,2014-09-16,2014,0.138,14.12,2731.6,False
L,BULL,True,132.5,16.23,55,4.75,1.75,3.0,10,2749.5,2014-09-18,2014,0.219,12.65,2733.85,True
S,BEAR,True,257.5,15.93,35,4.75,0.75,5.5,12,2717.75,2014-09-30,2014,0.083,15.98,2734.9625,False
S,BEAR,True,-255.0,15.93,13,4.75,5.5,0.75,13,2713.0,2014-09-30,2014,0.083,15.98,2734.9625,False
S,BEAR,True,-280.0,17.73,5,5.25,18.25,-11.5,11,2674.75,2014-10-02,2014,0.167,16.71,2731.425,False
L,BULL,True,295.0,19.48,58,5.75,0.5,6.25,10,2702.25,2014-10-03,2014,0.493,16.16,2728.8125,False
L,BULL,True,7.5,19.48,35,5.75,2.0,0.5,12,2708.0,2014-10-03,2014,0.493,16.16,2728.8125,False
L,BULL,True,-305.0,19.05,20,5.75,20.0,-18.0,11,2693.5,2014-10-07,2014,0.324,15.46,2725.75,False
L,BULL,True,1695.0,20.82,41,6.25,0.75,34.25,11,2675.5,2014-10-08,2014,0.028,17.2,2722.7625,False
S,BEAR,True,-442.5,28.18,4,8.5,10.5,29.5,11,2643.25,2014-10-13,2014,0.218,21.24,2713.4375,False
L,BULL,True,-55.0,33.58,45,10.0,4.5,-0.75,11,2599.0,2014-10-16,2014,0.829,26.25,2695.5,False
S,BEAR,True,220.0,35.58,38,10.75,1.0,4.75,12,2633.25,2014-10-17,2014,1.068,25.2,2689.225,False
S,BEAR,True,-55.0,35.58,32,10.75,5.75,-0.75,12,2627.75,2014-10-17,2014,1.068,25.2,2689.225,False
L,BULL,True,645.0,35.85,44,10.75,2.5,13.25,11,2634.75,2014-10-20,2014,0.209,21.99,2683.6875,False
L,BULL,True,-567.5,36.8,12,11.0,21.0,-15.5,10,2689.0,2014-10-22,2014,0.0,16.08,2675.6875,True
S,BEAR,True,32.5,36.8,18,11.0,4.75,1.0,13,2674.5,2014-10-22,2014,0.0,16.08,2675.6875,False
S,BEAR,True,-505.0,32.38,58,9.75,12.0,-11.5,9,2696.0,2014-10-24,2014,0.019,16.53,2669.8125,True
L,BULL,True,320.0,32.38,43,9.75,5.0,6.75,11,2700.75,2014-10-24,2014,0.019,16.53,2669.8125,True
L,BULL,True,220.0,30.7,20,9.25,1.25,4.75,13,2700.25,2014-10-27,2014,0.295,16.11,2669.0125,True
S,BEAR,True,157.5,27.2,39,8.25,2.75,3.5,11,2723.5,2014-10-29,2014,0.009,14.39,2669.175,True
L,BULL,True,-380.0,24.57,2,7.25,7.25,0.5,13,2736.0,2014-10-30,2014,0.083,15.15,2670.7375,True
S,BEAR,True,-342.5,21.4,24,6.5,7.25,1.0,9,2759.75,2014-11-03,2014,0.136,14.03,2675.7125,True
S,BEAR,True,-317.5,19.95,9,6.0,9.0,-5.75,11,2747.5,2014-11-04,2014,0.145,14.73,2678.4625,True
S,BEAR,True,-217.5,12.93,11,4.0,6.5,-2.0,13,2779.25,2014-11-13,2014,0.027,13.02,2722.975,True
L,BULL,True,45.0,11.65,22,3.5,1.25,1.25,13,2786.0,2014-11-17,2014,0.179,13.31,2740.0,True
S,BEAR,True,-5.0,11.6,42,3.5,2.5,0.25,11,2815.75,2014-11-25,2014,0.107,12.62,2774.45,True
L,BULL,True,57.5,10.95,60,3.25,3.0,1.5,10,2818.5,2014-12-03,2014,0.044,12.85,2795.9625,True
S,BEAR,True,-180.0,10.72,28,3.25,7.25,-1.75,9,2817.75,2014-12-04,2014,0.089,12.47,2798.6375,True
S,BEAR,True,-180.0,10.72,4,3.25,12.25,-6.75,10,2812.75,2014-12-04,2014,0.089,12.47,2798.6375,True
L,BULL,True,157.5,11.6,20,3.5,2.75,3.5,13,2801.5,2014-12-09,2014,0.775,14.21,2804.65,False
S,BEAR,True,-292.5,17.98,11,5.5,9.5,19.0,11,2764.25,2014-12-12,2014,0.369,20.08,2805.0625,False
L,BULL,True,-292.5,17.98,5,5.5,25.0,-24.0,13,2769.25,2014-12-12,2014,0.369,20.08,2805.0625,False
L,BULL,True,-330.0,20.57,27,6.25,6.5,-4.75,12,2743.5,2014-12-15,2014,0.665,21.08,2803.025,False
S,BEAR,True,-367.5,23.18,1,7.0,35.5,9.75,9,2732.5,2014-12-16,2014,0.338,20.42,2800.6,False
L,BULL,True,-367.5,23.18,5,7.0,34.75,-31.75,11,2754.5,2014-12-16,2014,0.338,20.42,2800.6,False
S,BEAR,True,-417.5,26.45,17,8.0,33.0,-30.0,9,2734.75,2014-12-17,2014,0.202,23.57,2796.9375,False
S,BEAR,True,-492.5,31.4,51,9.5,12.0,-2.25,9,2821.0,2014-12-19,2014,0.098,16.81,2796.275,True
S,BEAR,True,-117.5,32.45,49,9.75,5.75,-2.0,11,2827.0,2014-12-22,2014,0.124,16.49,2796.9625,True
S,BEAR,True,-305.0,18.88,45,5.75,7.75,1.25,11,2804.75,2015-01-02,2015,0.547,19.2,2803.5375,True
S,BEAR,True,-305.0,18.88,14,5.75,8.0,1.0,13,2804.5,2015-01-02,2015,0.547,19.2,2803.5375,True
L,BULL,True,45.0,19.88,69,6.0,5.5,1.25,9,2778.0,2015-01-12,2015,0.179,17.55,2794.4375,False
S,BEAR,True,82.5,19.88,47,6.0,3.5,2.0,11,2781.25,2015-01-12,2015,0.179,17.55,2794.4375,False
S,BEAR,True,20.0,19.88,25,6.0,3.25,0.75,13,2780.0,2015-01-12,2015,0.179,17.55,2794.4375,False
S,BEAR,True,495.0,28.32,53,8.5,1.0,10.25,10,2755.75,2015-01-15,2015,0.145,21.48,2795.4125,False
L,BULL,True,-442.5,28.32,6,8.5,11.0,-7.0,11,2752.5,2015-01-15,2015,0.145,21.48,2795.4125,False
