Date,dir,stop,target,dist_pts,net
2026-01-12,L,adr.15,t3x,6.5,-330.0
2026-01-12,L,adr.20,eod,8.5,357.5
2026-01-12,L,adr.20,t2x,8.5,-430.0
2026-01-12,L,adr.20,t3x,8.5,-430.0
2026-01-12,L,adr.30,eod,12.75,357.5
2026-01-12,L,adr.30,t2x,12.75,-642.5
2026-01-12,L,adr.30,t3x,12.75,-642.5
2026-01-12,L,fx4p,eod,4.0,-205.0
2026-01-12,L,fx4p,t2x,4.0,-205.0
2026-01-12,L,fx4p,t3x,4.0,-205.0
2026-01-14,S,abr1.0,eod,11.75,-592.5
2026-01-14,S,abr1.0,t2x,11.75,-592.5
2026-01-14,S,abr1.0,t3x,11.75,-592.5
2026-01-14,S,abr1.5,eod,17.75,-892.5
2026-01-14,S,abr1.5,t2x,17.75,-892.5
2026-01-14,S,abr1.5,t3x,17.75,-892.5
2026-01-14,S,abr2.0,eod,23.5,-1180.0
2026-01-14,S,abr2.0,t2x,23.5,-1180.0
2026-01-14,S,abr2.0,t3x,23.5,-1180.0
2026-01-14,S,abr3.0,eod,35.25,-1267.5
2026-01-14,S,abr3.0,t2x,35.25,-1767.5
2026-01-14,S,abr3.0,t3x,35.25,-1767.5
2026-01-14,S,abr4.0,eod,47.0,-1267.5
2026-01-14,S,abr4.0,t2x,47.0,-2355.0
2026-01-14,S,abr4.0,t3x,47.0,-2355.0
2026-01-14,S,adr.10,eod,4.75,-242.5
2026-01-14,S,adr.10,t2x,4.75,-242.5
2026-01-14,S,adr.10,t3x,4.75,-242.5
2026-01-14,S,adr.15,eod,7.0,-355.0
2026-01-14,S,adr.15,t2x,7.0,-355.0
2026-01-14,S,adr.15,t3x,7.0,-355.0
2026-01-14,S,adr.20,eod,9.5,-480.0
2026-01-14,S,adr.20,t2x,9.5,-480.0
2026-01-14,S,adr.20,t3x,9.5,-480.0
2026-01-14,S,adr.30,eod,14.25,-717.5
2026-01-14,S,adr.30,t2x,14.25,-717.5
2026-01-14,S,adr.30,t3x,14.25,-717.5
2026-01-14,S,fx4p,eod,4.0,-205.0
2026-01-14,S,fx4p,t2x,4.0,-205.0
2026-01-14,S,fx4p,t3x,4.0,-205.0
2026-01-14,S,abr1.0,eod,8.75,-442.5
2026-01-14,S,abr1.0,t2x,8.75,-442.5
2026-01-14,S,abr1.0,t3x,8.75,-442.5
2026-01-14,S,abr1.5,eod,13.0,-655.0
2026-01-14,S,abr1.5,t2x,13.0,-655.0
2026-01-14,S,abr1.5,t3x,13.0,-655.0
2026-01-14,S,abr2.0,eod,17.5,-880.0
2026-01-14,S,abr2.0,t2x,17.5,-880.0
2026-01-14,S,abr2.0,t3x,17.5,-880.0
2026-01-14,S,abr3.0,eod,26.0,-1305.0
2026-01-14,S,abr3.0,t2x,26.0,-1305.0
2026-01-14,S,abr3.0,t3x,26.0,-1305.0
2026-01-14,S,abr4.0,eod,34.75,-1742.5
2026-01-14,S,abr4.0,t2x,34.75,-1742.5
2026-01-14,S,abr4.0,t3x,34.75,-1742.5
2026-01-14,S,adr.10,eod,4.75,-242.5
2026-01-14,S,adr.10,t2x,4.75,-242.5
2026-01-14,S,adr.10,t3x,4.75,-242.5
2026-01-14,S,adr.15,eod,7.0,-355.0
2026-01-14,S,adr.15,t2x,7.0,-355.0
2026-01-14,S,adr.15,t3x,7.0,-355.0
2026-01-14,S,adr.20,eod,9.5,-480.0
2026-01-14,S,adr.20,t2x,9.5,-480.0
2026-01-14,S,adr.20,t3x,9.5,-480.0
2026-01-14,S,adr.30,eod,14.25,-717.5
2026-01-14,S,adr.30,t2x,14.25,-717.5
2026-01-14,S,adr.30,t3x,14.25,-717.5
2026-01-14,S,fx4p,eod,4.0,-205.0
2026-01-14,S,fx4p,t2x,4.0,-205.0
2026-01-14,S,fx4p,t3x,4.0,-205.0
2026-01-16,S,abr1.0,eod,4.5,595.0
2026-01-16,S,abr1.0,t2x,4.5,445.0
2026-01-16,S,abr1.0,t3x,4.5,670.0
2026-01-16,S,abr1.5,eod,7.0,595.0
2026-01-16,S,abr1.5,t2x,7.0,695.0
2026-01-16,S,abr1.5,t3x,7.0,-355.0
2026-01-16,S,abr2.0,eod,9.25,595.0
2026-01-16,S,abr2.0,t2x,9.25,-467.5
2026-01-16,S,abr2.0,t3x,9.25,-467.5
2026-01-16,S,abr3.0,eod,14.0,595.0
2026-01-16,S,abr3.0,t2x,14.0,-705.0
2026-01-16,S,abr3.0,t3x,14.0,-705.0
2026-01-16,S,abr4.0,eod,18.5,595.0
2026-01-16,S,abr4.0,t2x,18.5,-930.0
2026-01-16,S,abr4.0,t3x,18.5,-930.0
2026-01-16,S,adr.10,eod,5.0,595.0
2026-01-16,S,adr.10,t2x,5.0,495.0
2026-01-16,S,adr.10,t3x,5.0,-255.0
2026-01-16,S,adr.15,eod,7.5,595.0
2026-01-16,S,adr.15,t2x,7.5,-380.0
2026-01-16,S,adr.15,t3x,7.5,-380.0
2026-01-16,S,adr.20,eod,10.0,595.0
2026-01-16,S,adr.20,t2x,10.0,-505.0
2026-01-16,S,adr.20,t3x,10.0,-505.0
2026-01-16,S,adr.30,eod,14.75,595.0
2026-01-16,S,adr.30,t2x,14.75,-742.5
2026-01-16,S,adr.30,t3x,14.75,-742.5
2026-01-16,S,fx4p,eod,4.0,595.0
2026-01-16,S,fx4p,t2x,4.0,395.0
2026-01-16,S,fx4p,t3x,4.0,595.0
2026-01-27,L,abr1.0,eod,2.25,-117.5
2026-01-27,L,abr1.0,t2x,2.25,-117.5
2026-01-27,L,abr1.0,t3x,2.25,-117.5
2026-01-27,L,abr1.5,eod,3.25,-167.5
2026-01-27,L,abr1.5,t2x,3.25,-167.5
2026-01-27,L,abr1.5,t3x,3.25,-167.5
2026-01-27,L,abr2.0,eod,4.5,-230.0
2026-01-27,L,abr2.0,t2x,4.5,-230.0
2026-01-27,L,abr2.0,t3x,4.5,-230.0
2026-01-27,L,abr3.0,eod,6.5,-330.0
2026-01-27,L,abr3.0,t2x,6.5,-330.0
2026-01-27,L,abr3.0,t3x,6.5,-330.0
2026-01-27,L,abr4.0,eod,8.75,-317.5
2026-01-27,L,abr4.0,t2x,8.75,-442.5
2026-01-27,L,abr4.0,t3x,8.75,-442.5
2026-01-27,L,adr.10,eod,5.25,-267.5
2026-01-27,L,adr.10,t2x,5.25,-267.5
2026-01-27,L,adr.10,t3x,5.25,-267.5
2026-01-27,L,adr.15,eod,8.0,-317.5
2026-01-27,L,adr.15,t2x,8.0,-405.0
2026-01-27,L,adr.15,t3x,8.0,-405.0
2026-01-27,L,adr.20,eod,10.75,-317.5
2026-01-27,L,adr.20,t2x,10.75,-542.5
2026-01-27,L,adr.20,t3x,10.75,-542.5
2026-01-27,L,adr.30,eod,16.0,-317.5
2026-01-27,L,adr.30,t2x,16.0,-805.0
2026-01-27,L,adr.30,t3x,16.0,-805.0
2026-01-27,L,fx4p,eod,4.0,-205.0
2026-01-27,L,fx4p,t2x,4.0,-205.0
2026-01-27,L,fx4p,t3x,4.0,-205.0
2026-01-29,L,abr1.0,eod,9.25,1982.5
2026-01-29,L,abr1.0,t2x,9.25,920.0
2026-01-29,L,abr1.0,t3x,9.25,1382.5
2026-01-29,L,abr1.5,eod,13.75,1982.5
2026-01-29,L,abr1.5,t2x,13.75,1370.0
2026-01-29,L,abr1.5,t3x,13.75,2057.5
2026-01-29,L,abr2.0,eod,18.25,1982.5
2026-01-29,L,abr2.0,t2x,18.25,1820.0
2026-01-29,L,abr2.0,t3x,18.25,-917.5
2026-01-29,L,abr3.0,eod,27.5,1982.5
2026-01-29,L,abr3.0,t2x,27.5,-1380.0
2026-01-29,L,abr3.0,t3x,27.5,-1380.0
2026-01-29,L,abr4.0,eod,36.5,1982.5
2026-01-29,L,abr4.0,t2x,36.5,-1830.0
2026-01-29,L,abr4.0,t3x,36.5,-1830.0
2026-01-29,L,adr.10,eod,5.25,1982.5
2026-01-29,L,adr.10,t2x,5.25,520.0
2026-01-29,L,adr.10,t3x,5.25,782.5
2026-01-29,L,adr.15,eod,7.75,1982.5
2026-01-29,L,adr.15,t2x,7.75,770.0
2026-01-29,L,adr.15,t3x,7.75,1157.5
2026-01-29,L,adr.20,eod,10.25,1982.5
2026-01-29,L,adr.20,t2x,10.25,1020.0
2026-01-29,L,adr.20,t3x,10.25,1532.5
2026-01-29,L,adr.30,eod,15.5,1982.5
2026-01-29,L,adr.30,t2x,15.5,1545.0
2026-01-29,L,adr.30,t3x,15.5,2320.0
2026-01-29,L,fx4p,eod,4.0,1982.5
2026-01-29,L,fx4p,t2x,4.0,395.0
2026-01-29,L,fx4p,t3x,4.0,595.0
2026-01-29,L,abr1.0,eod,7.25,1382.5
2026-01-29,L,abr1.0,t2x,7.25,720.0
2026-01-29,L,abr1.0,t3x,7.25,1082.5
2026-01-29,L,abr1.5,eod,11.0,1382.5
2026-01-29,L,abr1.5,t2x,11.0,1095.0
2026-01-29,L,abr1.5,t3x,11.0,1645.0
2026-01-29,L,abr2.0,eod,14.75,1382.5
2026-01-29,L,abr2.0,t2x,14.75,1470.0
2026-01-29,L,abr2.0,t3x,14.75,-742.5
2026-01-29,L,abr3.0,eod,22.0,1382.5
2026-01-29,L,abr3.0,t2x,22.0,-1105.0
2026-01-29,L,abr3.0,t3x,22.0,-1105.0
2026-01-29,L,abr4.0,eod,29.25,1382.5
2026-01-29,L,abr4.0,t2x,29.25,-1467.5
2026-01-29,L,abr4.0,t3x,29.25,-1467.5
2026-01-29,L,adr.10,eod,5.25,1382.5
2026-01-29,L,adr.10,t2x,5.25,520.0
2026-01-29,L,adr.10,t3x,5.25,782.5
2026-01-29,L,adr.15,eod,7.75,1382.5
2026-01-29,L,adr.15,t2x,7.75,770.0
2026-01-29,L,adr.15,t3x,7.75,1157.5
2026-01-29,L,adr.20,eod,10.25,1382.5
2026-01-29,L,adr.20,t2x,10.25,1020.0
2026-01-29,L,adr.20,t3x,10.25,1532.5
2026-01-29,L,adr.30,eod,15.5,1382.5
2026-01-29,L,adr.30,t2x,15.5,1545.0
2026-01-29,L,adr.30,t3x,15.5,-780.0
2026-01-29,L,fx4p,eod,4.0,1382.5
2026-01-29,L,fx4p,t2x,4.0,395.0
2026-01-29,L,fx4p,t3x,4.0,595.0
2026-01-29,L,abr1.0,eod,6.5,-330.0
2026-01-29,L,abr1.0,t2x,6.5,-330.0
2026-01-29,L,abr1.0,t3x,6.5,-330.0
2026-01-29,L,abr1.5,eod,9.75,1045.0
2026-01-29,L,abr1.5,t2x,9.75,970.0
2026-01-29,L,abr1.5,t3x,9.75,1457.5
2026-01-29,L,abr2.0,eod,13.0,1045.0
2026-01-29,L,abr2.0,t2x,13.0,1295.0
2026-01-29,L,abr2.0,t3x,13.0,-655.0
2026-01-29,L,abr3.0,eod,19.25,1045.0
2026-01-29,L,abr3.0,t2x,19.25,-967.5
2026-01-29,L,abr3.0,t3x,19.25,-967.5
2026-01-29,L,abr4.0,eod,25.75,1045.0
2026-01-29,L,abr4.0,t2x,25.75,-1292.5
2026-01-29,L,abr4.0,t3x,25.75,-1292.5
2026-01-29,L,adr.10,eod,5.25,-267.5
2026-01-29,L,adr.10,t2x,5.25,-267.5
2026-01-29,L,adr.10,t3x,5.25,-267.5
2026-01-29,L,adr.15,eod,7.75,1045.0
2026-01-29,L,adr.15,t2x,7.75,770.0
2026-01-29,L,adr.15,t3x,7.75,1157.5
2026-01-29,L,adr.20,eod,10.25,1045.0
2026-01-29,L,adr.20,t2x,10.25,1020.0
2026-01-29,L,adr.20,t3x,10.25,-517.5
2026-01-29,L,adr.30,eod,15.5,1045.0
2026-01-29,L,adr.30,t2x,15.5,-780.0
2026-01-29,L,adr.30,t3x,15.5,-780.0
2026-01-29,L,fx4p,eod,4.0,-205.0
2026-01-29,L,fx4p,t2x,4.0,-205.0
2026-01-29,L,fx4p,t3x,4.0,-205.0
2026-02-03,S,abr1.0,eod,14.0,-705.0
2026-02-03,S,abr1.0,t2x,14.0,-705.0
2026-02-03,S,abr1.0,t3x,14.0,-705.0
2026-02-03,S,abr1.5,eod,21.25,932.5
2026-02-03,S,abr1.5,t2x,21.25,2120.0
2026-02-03,S,abr1.5,t3x,21.25,3182.5
2026-02-03,S,abr2.0,eod,28.25,932.5
2026-02-03,S,abr2.0,t2x,28.25,2820.0
2026-02-03,S,abr2.0,t3x,28.25,-1417.5
2026-02-03,S,abr3.0,eod,42.5,932.5
2026-02-03,S,abr3.0,t2x,42.5,-2130.0
2026-02-03,S,abr3.0,t3x,42.5,-2130.0
2026-02-03,S,abr4.0,eod,56.5,932.5
2026-02-03,S,abr4.0,t2x,56.5,-2830.0
2026-02-03,S,abr4.0,t3x,56.5,-2830.0
2026-02-03,S,adr.10,eod,6.75,-342.5
2026-02-03,S,adr.10,t2x,6.75,-342.5
2026-02-03,S,adr.10,t3x,6.75,-342.5
2026-02-03,S,adr.15,eod,10.0,-505.0
2026-02-03,S,adr.15,t2x,10.0,-505.0
2026-02-03,S,adr.15,t3x,10.0,-505.0
2026-02-03,S,adr.20,eod,13.5,-680.0
2026-02-03,S,adr.20,t2x,13.5,-680.0
2026-02-03,S,adr.20,t3x,13.5,-680.0
2026-02-03,S,adr.30,eod,20.25,-1017.5
2026-02-03,S,adr.30,t2x,20.25,-1017.5
2026-02-03,S,adr.30,t3x,20.25,-1017.5
2026-02-03,S,fx4p,eod,4.0,-205.0
2026-02-03,S,fx4p,t2x,4.0,-205.0
2026-02-03,S,fx4p,t3x,4.0,-205.0
2026-02-03,S,abr1.0,eod,8.25,582.5
2026-02-03,S,abr1.0,t2x,8.25,820.0
2026-02-03,S,abr1.0,t3x,8.25,1232.5
2026-02-03,S,abr1.5,eod,12.5,582.5
2026-02-03,S,abr1.5,t2x,12.5,1245.0
2026-02-03,S,abr1.5,t3x,12.5,1870.0
2026-02-03,S,abr2.0,eod,16.75,582.5
2026-02-03,S,abr2.0,t2x,16.75,1670.0
2026-02-03,S,abr2.0,t3x,16.75,2507.5
2026-02-03,S,abr3.0,eod,25.0,582.5
2026-02-03,S,abr3.0,t2x,25.0,2495.0
2026-02-03,S,abr3.0,t3x,25.0,-1255.0
2026-02-03,S,abr4.0,eod,33.5,582.5
2026-02-03,S,abr4.0,t2x,33.5,3345.0
2026-02-03,S,abr4.0,t3x,33.5,-1680.0
2026-02-03,S,adr.10,eod,6.75,582.5
2026-02-03,S,adr.10,t2x,6.75,670.0
2026-02-03,S,adr.10,t3x,6.75,1007.5
2026-02-03,S,adr.15,eod,10.0,582.5
2026-02-03,S,adr.15,t2x,10.0,995.0
2026-02-03,S,adr.15,t3x,10.0,1495.0
2026-02-03,S,adr.20,eod,13.5,582.5
2026-02-03,S,adr.20,t2x,13.5,1345.0
2026-02-03,S,adr.20,t3x,13.5,2020.0
2026-02-03,S,adr.30,eod,20.25,582.5
2026-02-03,S,adr.30,t2x,20.25,2020.0
2026-02-03,S,adr.30,t3x,20.25,3032.5
2026-02-03,S,fx4p,eod,4.0,582.5
2026-02-03,S,fx4p,t2x,4.0,395.0
2026-02-03,S,fx4p,t3x,4.0,595.0
2026-02-03,S,abr1.0,eod,9.25,-467.5
2026-02-03,S,abr1.0,t2x,9.25,920.0
2026-02-03,S,abr1.0,t3x,9.25,1382.5
2026-02-03,S,abr1.5,eod,14.0,-342.5
2026-02-03,S,abr1.5,t2x,14.0,1395.0
2026-02-03,S,abr1.5,t3x,14.0,2095.0
2026-02-03,S,abr2.0,eod,18.5,-342.5
2026-02-03,S,abr2.0,t2x,18.5,1845.0
2026-02-03,S,abr2.0,t3x,18.5,-930.0
2026-02-03,S,abr3.0,eod,28.0,-342.5
2026-02-03,S,abr3.0,t2x,28.0,-1405.0
2026-02-03,S,abr3.0,t3x,28.0,-1405.0
2026-02-03,S,abr4.0,eod,37.25,-342.5
2026-02-03,S,abr4.0,t2x,37.25,-1867.5
2026-02-03,S,abr4.0,t3x,37.25,-1867.5
2026-02-03,S,adr.10,eod,6.75,-342.5
2026-02-03,S,adr.10,t2x,6.75,670.0
2026-02-03,S,adr.10,t3x,6.75,1007.5
2026-02-03,S,adr.15,eod,10.0,-505.0
2026-02-03,S,adr.15,t2x,10.0,995.0
2026-02-03,S,adr.15,t3x,10.0,1495.0
2026-02-03,S,adr.20,eod,13.5,-342.5
2026-02-03,S,adr.20,t2x,13.5,1345.0
2026-02-03,S,adr.20,t3x,13.5,2020.0
2026-02-03,S,adr.30,eod,20.25,-342.5
2026-02-03,S,adr.30,t2x,20.25,2020.0
2026-02-03,S,adr.30,t3x,20.25,-1017.5
2026-02-03,S,fx4p,eod,4.0,-205.0
2026-02-03,S,fx4p,t2x,4.0,395.0
2026-02-03,S,fx4p,t3x,4.0,595.0
2026-02-04,S,abr1.0,eod,10.5,-530.0
2026-02-04,S,abr1.0,t2x,10.5,1045.0
2026-02-04,S,abr1.0,t3x,10.5,1570.0
2026-02-04,S,abr1.5,eod,16.0,-805.0
2026-02-04,S,abr1.5,t2x,16.0,1595.0
2026-02-04,S,abr1.5,t3x,16.0,-805.0
2026-02-04,S,abr2.0,eod,21.25,-1067.5
2026-02-04,S,abr2.0,t2x,21.25,-1067.5
2026-02-04,S,abr2.0,t3x,21.25,-1067.5
2026-02-04,S,abr3.0,eod,32.0,-1017.5
2026-02-04,S,abr3.0,t2x,32.0,-1605.0
2026-02-04,S,abr3.0,t3x,32.0,-1605.0
2026-02-04,S,abr4.0,eod,42.5,-1017.5
2026-02-04,S,abr4.0,t2x,42.5,-2130.0
2026-02-04,S,abr4.0,t3x,42.5,-2130.0
2026-02-04,S,adr.10,eod,7.25,-367.5
2026-02-04,S,adr.10,t2x,7.25,720.0
2026-02-04,S,adr.10,t3x,7.25,1082.5
2026-02-04,S,adr.15,eod,10.75,-542.5
2026-02-04,S,adr.15,t2x,10.75,1070.0
2026-02-04,S,adr.15,t3x,10.75,1607.5
2026-02-04,S,adr.20,eod,14.5,-730.0
2026-02-04,S,adr.20,t2x,14.5,1445.0
2026-02-04,S,adr.20,t3x,14.5,-730.0
2026-02-04,S,adr.30,eod,21.5,-1080.0
2026-02-04,S,adr.30,t2x,21.5,-1080.0
2026-02-04,S,adr.30,t3x,21.5,-1080.0
2026-02-04,S,fx4p,eod,4.0,-205.0
2026-02-04,S,fx4p,t2x,4.0,395.0
2026-02-04,S,fx4p,t3x,4.0,595.0
2026-02-05,L,abr1.0,eod,12.0,-605.0
2026-02-05,L,abr1.0,t2x,12.0,-605.0
2026-02-05,L,abr1.0,t3x,12.0,-605.0
2026-02-05,L,abr1.5,eod,17.75,-892.5
2026-02-05,L,abr1.5,t2x,17.75,-892.5
2026-02-05,L,abr1.5,t3x,17.75,-892.5
2026-02-05,L,abr2.0,eod,23.75,-1192.5
2026-02-05,L,abr2.0,t2x,23.75,-1192.5
2026-02-05,L,abr2.0,t3x,23.75,-1192.5
2026-02-05,L,abr3.0,eod,35.75,-1792.5
2026-02-05,L,abr3.0,t2x,35.75,-1792.5
2026-02-05,L,abr3.0,t3x,35.75,-1792.5
2026-02-05,L,abr4.0,eod,47.5,-2380.0
2026-02-05,L,abr4.0,t2x,47.5,-2380.0
2026-02-05,L,abr4.0,t3x,47.5,-2380.0
2026-02-05,L,adr.10,eod,7.0,-355.0
2026-02-05,L,adr.10,t2x,7.0,695.0
2026-02-05,L,adr.10,t3x,7.0,-355.0
2026-02-05,L,adr.15,eod,10.75,-542.5
2026-02-05,L,adr.15,t2x,10.75,-542.5
2026-02-05,L,adr.15,t3x,10.75,-542.5
2026-02-05,L,adr.20,eod,14.25,-717.5
2026-02-05,L,adr.20,t2x,14.25,-717.5
2026-02-05,L,adr.20,t3x,14.25,-717.5
2026-02-05,L,adr.30,eod,21.25,-1067.5
2026-02-05,L,adr.30,t2x,21.25,-1067.5
2026-02-05,L,adr.30,t3x,21.25,-1067.5
2026-02-05,L,fx4p,eod,4.0,-205.0
2026-02-05,L,fx4p,t2x,4.0,395.0
2026-02-05,L,fx4p,t3x,4.0,595.0
2026-02-06,L,abr1.0,eod,5.75,645.0
2026-02-06,L,abr1.0,t2x,5.75,570.0
2026-02-06,L,abr1.0,t3x,5.75,857.5
2026-02-06,L,abr1.5,eod,8.5,645.0
2026-02-06,L,abr1.5,t2x,8.5,845.0
2026-02-06,L,abr1.5,t3x,8.5,1270.0
2026-02-06,L,abr2.0,eod,11.5,645.0
2026-02-06,L,abr2.0,t2x,11.5,1145.0
2026-02-06,L,abr2.0,t3x,11.5,-580.0
2026-02-06,L,abr3.0,eod,17.25,645.0
2026-02-06,L,abr3.0,t2x,17.25,-867.5
2026-02-06,L,abr3.0,t3x,17.25,-867.5
2026-02-06,L,abr4.0,eod,23.0,645.0
2026-02-06,L,abr4.0,t2x,23.0,-1155.0
2026-02-06,L,abr4.0,t3x,23.0,-1155.0
2026-02-06,L,adr.10,eod,7.5,645.0
2026-02-06,L,adr.10,t2x,7.5,745.0
2026-02-06,L,adr.10,t3x,7.5,1120.0
2026-02-06,L,adr.15,eod,11.25,645.0
2026-02-06,L,adr.15,t2x,11.25,1120.0
2026-02-06,L,adr.15,t3x,11.25,-567.5
2026-02-06,L,adr.20,eod,15.0,645.0
2026-02-06,L,adr.20,t2x,15.0,1495.0
2026-02-06,L,adr.20,t3x,15.0,-755.0
2026-02-06,L,adr.30,eod,22.5,645.0
2026-02-06,L,adr.30,t2x,22.5,-1130.0
2026-02-06,L,adr.30,t3x,22.5,-1130.0
2026-02-06,L,fx4p,eod,4.0,-205.0
2026-02-06,L,fx4p,t2x,4.0,-205.0
2026-02-06,L,fx4p,t3x,4.0,-205.0
2026-02-06,L,abr1.0,eod,4.0,707.5
2026-02-06,L,abr1.0,t2x,4.0,395.0
2026-02-06,L,abr1.0,t3x,4.0,595.0
2026-02-06,L,abr1.5,eod,6.25,707.5
2026-02-06,L,abr1.5,t2x,6.25,620.0
2026-02-06,L,abr1.5,t3x,6.25,932.5
2026-02-06,L,abr2.0,eod,8.25,707.5
2026-02-06,L,abr2.0,t2x,8.25,820.0
2026-02-06,L,abr2.0,t3x,8.25,1232.5
2026-02-06,L,abr3.0,eod,12.25,707.5
2026-02-06,L,abr3.0,t2x,12.25,1220.0
2026-02-06,L,abr3.0,t3x,12.25,-617.5
2026-02-06,L,abr4.0,eod,16.5,707.5
2026-02-06,L,abr4.0,t2x,16.5,1645.0
2026-02-06,L,abr4.0,t3x,16.5,-830.0
2026-02-06,L,adr.10,eod,7.5,707.5
2026-02-06,L,adr.10,t2x,7.5,745.0
2026-02-06,L,adr.10,t3x,7.5,1120.0
2026-02-06,L,adr.15,eod,11.25,707.5
2026-02-06,L,adr.15,t2x,11.25,1120.0
2026-02-06,L,adr.15,t3x,11.25,-567.5
2026-02-06,L,adr.20,eod,15.0,707.5
2026-02-06,L,adr.20,t2x,15.0,1495.0
2026-02-06,L,adr.20,t3x,15.0,-755.0
2026-02-06,L,adr.30,eod,22.5,707.5
2026-02-06,L,adr.30,t2x,22.5,-1130.0
2026-02-06,L,adr.30,t3x,22.5,-1130.0
2026-02-06,L,fx4p,eod,4.0,707.5
2026-02-06,L,fx4p,t2x,4.0,395.0
2026-02-06,L,fx4p,t3x,4.0,595.0
2026-02-09,S,abr1.0,eod,3.0,520.0
2026-02-09,S,abr1.0,t2x,3.0,295.0
2026-02-09,S,abr1.0,t3x,3.0,445.0
2026-02-09,S,abr1.5,eod,4.5,520.0
2026-02-09,S,abr1.5,t2x,4.5,445.0
2026-02-09,S,abr1.5,t3x,4.5,670.0
2026-02-09,S,abr2.0,eod,6.25,520.0
2026-02-09,S,abr2.0,t2x,6.25,620.0
2026-02-09,S,abr2.0,t3x,6.25,-317.5
2026-02-09,S,abr3.0,eod,9.25,520.0
2026-02-09,S,abr3.0,t2x,9.25,-467.5
2026-02-09,S,abr3.0,t3x,9.25,-467.5
2026-02-09,S,abr4.0,eod,12.25,520.0
2026-02-09,S,abr4.0,t2x,12.25,-617.5
2026-02-09,S,abr4.0,t3x,12.25,-617.5
2026-02-09,S,adr.10,eod,8.25,520.0
2026-02-09,S,adr.10,t2x,8.25,820.0
2026-02-09,S,adr.10,t3x,8.25,-417.5
2026-02-09,S,adr.15,eod,12.25,520.0
2026-02-09,S,adr.15,t2x,12.25,-617.5
2026-02-09,S,adr.15,t3x,12.25,-617.5
2026-02-09,S,adr.20,eod,16.5,520.0
2026-02-09,S,adr.20,t2x,16.5,-830.0
2026-02-09,S,adr.20,t3x,16.5,-830.0
2026-02-09,S,adr.30,eod,24.75,520.0
2026-02-09,S,adr.30,t2x,24.75,-1242.5
2026-02-09,S,adr.30,t3x,24.75,-1242.5
2026-02-09,S,fx4p,eod,4.0,520.0
2026-02-09,S,fx4p,t2x,4.0,395.0
2026-02-09,S,fx4p,t3x,4.0,595.0
2026-02-12,S,abr1.0,eod,11.0,-555.0
2026-02-12,S,abr1.0,t2x,11.0,1095.0
2026-02-12,S,abr1.0,t3x,11.0,-555.0
2026-02-12,S,abr1.5,eod,16.5,1470.0
2026-02-12,S,abr1.5,t2x,16.5,1645.0
2026-02-12,S,abr1.5,t3x,16.5,-830.0
2026-02-12,S,abr2.0,eod,22.0,1470.0
2026-02-12,S,abr2.0,t2x,22.0,-1105.0
2026-02-12,S,abr2.0,t3x,22.0,-1105.0
2026-02-12,S,abr3.0,eod,33.0,1470.0
2026-02-12,S,abr3.0,t2x,33.0,-1655.0
2026-02-12,S,abr3.0,t3x,33.0,-1655.0
2026-02-12,S,abr4.0,eod,44.0,1470.0
2026-02-12,S,abr4.0,t2x,44.0,-2205.0
2026-02-12,S,abr4.0,t3x,44.0,-2205.0
2026-02-12,S,adr.10,eod,9.0,-455.0
2026-02-12,S,adr.10,t2x,9.0,895.0
2026-02-12,S,adr.10,t3x,9.0,-455.0
2026-02-12,S,adr.15,eod,13.5,1470.0
2026-02-12,S,adr.15,t2x,13.5,1345.0
2026-02-12,S,adr.15,t3x,13.5,2020.0
2026-02-12,S,adr.20,eod,18.0,1470.0
2026-02-12,S,adr.20,t2x,18.0,1795.0
2026-02-12,S,adr.20,t3x,18.0,-905.0
2026-02-12,S,adr.30,eod,27.0,1470.0
2026-02-12,S,adr.30,t2x,27.0,-1355.0
2026-02-12,S,adr.30,t3x,27.0,-1355.0
2026-02-12,S,fx4p,eod,4.0,-205.0
2026-02-12,S,fx4p,t2x,4.0,-205.0
2026-02-12,S,fx4p,t3x,4.0,-205.0
2026-02-12,S,abr1.0,eod,11.0,-555.0
2026-02-12,S,abr1.0,t2x,11.0,-555.0
2026-02-12,S,abr1.0,t3x,11.0,-555.0
2026-02-12,S,abr1.5,eod,16.5,-830.0
2026-02-12,S,abr1.5,t2x,16.5,-830.0
2026-02-12,S,abr1.5,t3x,16.5,-830.0
2026-02-12,S,abr2.0,eod,22.25,-1117.5
2026-02-12,S,abr2.0,t2x,22.25,-1117.5
2026-02-12,S,abr2.0,t3x,22.25,-1117.5
2026-02-12,S,abr3.0,eod,33.25,-1667.5
2026-02-12,S,abr3.0,t2x,33.25,-1667.5
2026-02-12,S,abr3.0,t3x,33.25,-1667.5
2026-02-12,S,abr4.0,eod,44.25,432.5
2026-02-12,S,abr4.0,t2x,44.25,-2217.5
2026-02-12,S,abr4.0,t3x,44.25,-2217.5
2026-02-12,S,adr.10,eod,9.0,-455.0
2026-02-12,S,adr.10,t2x,9.0,-455.0
2026-02-12,S,adr.10,t3x,9.0,-455.0
2026-02-12,S,adr.15,eod,13.5,-680.0
2026-02-12,S,adr.15,t2x,13.5,-680.0
2026-02-12,S,adr.15,t3x,13.5,-680.0
2026-02-12,S,adr.20,eod,18.0,-905.0
2026-02-12,S,adr.20,t2x,18.0,-905.0
2026-02-12,S,adr.20,t3x,18.0,-905.0
2026-02-12,S,adr.30,eod,27.0,-1355.0
